User ID,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Electricity_Bill,Water_Bill,Gas_Bill,Internet_Bill,Total_Utility_Cost,Followers,Posts,avg_sentiment_last_month,positive_post_ratio,negative_post_ratio,neutral_post_ratio,sentiment_volatility,Groceries,Entertainment,Healthcare,Transportation,Savings,Total_Expenditure,Risk
143,22,male,2,own,little,little,2462,18,furniture/equipment,3957,1591,1412,894,7854,9889,297,0.134032522,0.227749736,0.019144868,0.753105396,0.916337764,7265,2881,1662,2478,3687,17973,bad
144,23,female,2,own,little,NA,2288,21,furniture/equipment,2136,1978,2907,1879,8900,2793,187,0.476898419,0.964028847,0.779102586,-0.743131434,0.992379498,9947,5384,2966,1185,13922,33404,good
145,30,male,2,own,moderate,moderate,3566,48,business,4196,1894,1923,1895,9908,3727,400,0.757031123,0.909454611,0.609697425,-0.519152036,0.287483851,4179,3531,2790,5115,7382,22997,good
146,39,female,2,own,little,little,860,6,car,3499,788,2956,1546,8789,9655,358,-0.191719357,0.722143235,0.69963957,-0.421782805,0.419895404,2338,7068,4415,4850,4328,22999,good
147,51,female,2,own,moderate,NA,682,12,car,3652,1861,880,1764,8157,5550,17,-0.345933677,0.533386629,0.838154975,-0.371541604,0.702297127,7606,2048,3488,5741,6598,25481,good
148,28,male,2,own,little,little,5371,36,furniture/equipment,1198,346,2086,1786,5416,1763,330,0.335186771,0.86996916,0.802810935,-0.672780094,0.535422286,7089,2984,2293,4614,2192,19172,good
149,46,male,2,own,rich,NA,1582,18,radio/TV,2660,1611,2561,722,7554,9821,322,0.615691884,0.130652344,0.960920147,-0.091572491,0.47655058,8280,4471,2099,1019,7070,22939,good
150,42,male,2,free,moderate,NA,1346,6,radio/TV,4597,1077,2001,1059,8734,5692,256,0.52457027,0.790509794,0.535935079,-0.326444873,0.422030124,2221,3707,1553,1242,6095,14818,good
151,38,male,2,own,little,NA,1924,10,radio/TV,1354,1339,2808,1798,7299,7492,332,0.595627298,0.124820814,0.488495633,0.386683553,0.634402569,6977,5970,3520,1486,11737,29690,good
152,24,male,2,own,little,rich,5848,36,radio/TV,3974,1010,740,1259,6983,1406,481,-0.12883337,0.794210663,0.4018872,-0.196097862,0.618034086,3178,5367,3909,4761,1410,18625,good
153,29,female,2,rent,rich,moderate,7758,24,car,2207,700,2410,1371,6688,6876,480,0.635668432,0.275767568,0.153691043,0.570541389,0.245312051,7486,1327,1780,4886,5449,20928,good
154,36,male,3,rent,moderate,moderate,6967,24,business,3277,1280,2896,1841,9294,5964,452,-0.759581889,0.877090581,0.572607233,-0.449697814,0.524565854,4893,7182,4496,6137,11282,33990,good
155,20,female,2,rent,little,little,1282,12,furniture/equipment,2233,1409,2266,2335,8243,9574,264,0.088978196,0.944042094,0.277012524,-0.221054618,0.598124599,5209,4372,3284,1062,5115,19042,bad
156,48,male,2,own,moderate,little,1288,9,repairs,4010,549,1234,2103,7896,7626,337,-0.988482679,0.148795969,0.921307512,-0.070103482,0.613258245,3789,5901,3311,2472,6958,22431,good
157,45,male,1,own,little,little,339,12,education,702,690,1603,1378,4373,9001,63,-0.35082834,0.462675605,0.583190804,-0.045866409,0.289096474,6707,3731,4032,2119,3300,19889,good
158,38,male,2,own,moderate,moderate,3512,24,car,3755,634,2125,2013,8527,5675,258,-0.26707693,0.980987378,0.592840181,-0.573827559,0.768044253,3484,2869,3708,2673,1972,14706,good
159,34,male,1,own,NA,NA,1898,6,radio/TV,4718,928,2089,1139,8874,5630,248,-0.207654617,0.483407436,0.354924661,0.161667903,0.122679185,3894,3386,2509,3363,11215,24367,good
160,36,male,2,own,moderate,NA,2872,24,radio/TV,4996,1842,710,2391,9939,4513,238,0.390934413,0.863547523,0.051989352,0.084463126,0.41934867,3449,7737,1512,1243,1150,15091,good
161,30,female,2,own,little,NA,1055,18,car,1266,436,661,1632,3995,3848,76,-0.222883797,0.588731522,0.031743765,0.379524712,0.802191384,8343,2566,2873,1778,11195,26755,good
162,36,male,2,own,quite rich,NA,1262,15,domestic appliances,4889,1182,1842,706,8619,763,60,-0.102612755,0.375329908,0.423335144,0.201334948,0.607503629,2854,1566,4650,5861,8176,23107,good
163,70,male,3,free,little,moderate,7308,10,car,2827,987,805,1919,6538,2098,106,-0.524911738,0.285783556,0.084565378,0.629651066,0.335046189,2419,2707,1710,6726,9923,23485,good
164,36,male,2,own,quite rich,NA,909,36,car,3431,1821,2590,1120,8962,8094,101,-0.253496417,0.203223091,0.606846956,0.189929953,0.725457807,6476,2010,2345,1771,8766,21368,good
165,32,male,2,own,quite rich,NA,2978,6,furniture/equipment,697,1126,741,2291,4855,1595,273,-0.545460745,0.761798191,0.880973006,-0.642771197,0.61065185,7482,7655,1007,2376,6714,25234,good
166,33,female,2,own,little,little,1131,18,furniture/equipment,2430,1026,1739,1532,6727,3404,427,-0.853608152,0.386540507,0.882914817,-0.269455323,0.816619249,5621,4243,3985,4965,2384,21198,bad
167,20,female,2,own,rich,moderate,1577,11,furniture/equipment,4082,1800,643,1916,8441,3863,300,0.206897187,0.511275462,0.65904541,-0.170320872,0.761522668,2842,6102,730,2323,10982,22979,good
168,25,female,2,rent,little,NA,3972,24,furniture/equipment,1108,893,889,1258,4148,5332,105,0.336425597,0.49232548,0.211231831,0.296442689,0.64909713,4553,3737,4591,5462,8712,27055,good
169,31,male,2,own,little,moderate,1935,24,business,3772,1546,411,1871,7600,1953,97,0.238980692,0.577279029,0.862996831,-0.440275861,0.539359908,9477,2821,998,3907,9489,26692,bad
170,33,male,2,rent,little,little,950,15,car,1647,1289,960,2392,6288,6685,87,-0.073011912,0.865577146,0.886093435,-0.751670581,0.219863913,3527,5474,1323,6106,7583,24013,bad
171,26,female,2,own,little,NA,763,12,furniture/equipment,4782,671,441,1925,7819,1391,297,-0.24042844,0.980739344,0.196653585,-0.177392929,0.335199716,9114,7496,1417,6502,10850,35379,good
172,34,female,3,own,little,moderate,2064,24,furniture/equipment,3897,1234,993,2167,8291,3681,129,0.726667299,0.407584209,0.737426086,-0.145010294,0.477189526,4305,5387,2491,4922,1879,18984,bad
173,33,male,2,own,little,moderate,1414,8,radio/TV,3011,1294,1852,1613,7770,7654,311,0.03816357,0.827518922,0.286519549,-0.114038471,0.639369358,6685,4950,3226,1525,13976,30362,good
174,26,male,2,own,little,little,3414,21,education,2294,701,2226,2142,7363,7380,409,-0.041636245,0.764527795,0.802640312,-0.567168107,0.56233707,4959,2788,4650,1248,1146,14791,bad
175,53,female,3,own,NA,NA,7485,30,car,1159,1766,2093,2150,7168,1736,461,-0.948715868,0.573528951,0.9972379,-0.570766851,0.359366073,2193,1345,3256,4155,14293,25242,bad
176,42,male,2,own,little,little,2577,12,furniture/equipment,3311,1813,533,1706,7363,3796,174,-0.317504345,0.956047144,0.030026005,0.013926851,0.105817922,7070,5824,3734,1272,12516,30416,good
177,52,male,2,own,quite rich,little,338,6,radio/TV,1869,914,1347,2202,6332,798,191,-0.239608762,0.200474516,0.897365866,-0.097840381,0.5466153,9482,4805,3310,4472,5763,27832,good
178,31,male,3,rent,little,NA,1963,12,radio/TV,2486,1596,472,2198,6752,4837,478,-0.202354438,0.10926421,0.622630534,0.268105256,0.35706339,7555,5202,1283,4727,10879,29646,good
179,65,male,2,own,little,little,571,21,car,646,1849,798,825,4118,954,407,0.160344738,0.853961967,0.973382619,-0.827344586,0.761147471,5885,6261,2032,2204,8791,25173,good
180,28,male,2,own,little,NA,9572,36,business,3719,1482,1828,1094,8123,8264,232,0.067205093,0.439149817,0.465009518,0.095840666,0.121551639,2308,7836,4855,4753,8660,28412,bad
181,30,male,3,own,little,moderate,4455,36,business,3411,1475,529,1516,6931,5955,320,0.215810186,0.846968854,0.847387931,-0.694356785,0.62634503,3700,2999,2670,2020,1941,13330,bad
182,40,male,1,own,NA,little,1647,21,car,2234,1294,2211,1580,7319,7492,441,0.529766523,0.893090205,0.062394069,0.044515726,0.947326814,9759,1547,1912,4099,1945,19262,bad
183,50,male,2,own,rich,NA,3777,24,furniture/equipment,2343,919,2401,1275,6938,6628,475,0.625971477,0.062457594,0.33527905,0.602263356,0.25696834,5310,4080,3943,2528,3629,19490,good
184,36,male,2,own,little,moderate,884,18,car,988,487,665,1024,3164,5349,16,0.436246152,0.883464763,0.067016538,0.049518699,0.524484542,2592,4378,4533,6008,2997,20508,bad
185,31,male,2,own,little,NA,1360,15,radio/TV,3476,1421,1960,2115,8972,5272,339,0.911047392,0.448319055,0.975343133,-0.423662189,0.182279793,7897,6114,4645,1929,3852,24437,good
186,74,female,3,free,little,moderate,5129,9,car,2459,430,2385,1629,6903,1807,272,-0.963534835,0.510432489,0.816973907,-0.327406396,0.663113721,9188,7326,2351,2140,4334,25339,bad
187,68,male,0,free,little,moderate,1175,16,car,2885,1104,1192,2411,7592,5891,170,-0.608444029,0.626592511,0.852547421,-0.479139932,0.595478513,8238,7756,3870,4460,2295,26619,good
188,20,male,2,own,moderate,little,674,12,radio/TV,3419,1494,2700,2351,9964,5635,160,-0.98487425,0.926382607,0.937965231,-0.864347838,0.466628972,3995,3558,1202,5224,5306,19285,bad
189,33,female,2,own,little,moderate,3244,18,furniture/equipment,2302,1235,1712,2163,7412,5031,94,0.294949428,0.019116094,0.085103486,0.895780419,0.569239319,2528,7309,3489,2342,8349,24017,good
190,54,male,3,own,rich,NA,4591,24,business,4561,1285,563,1927,8336,3610,156,0.796061098,0.476843468,0.385597593,0.137558939,0.906917193,8266,6651,3070,6350,2695,27032,bad
191,34,male,1,free,moderate,moderate,3844,48,business,3869,482,494,2209,7054,302,121,-0.513035407,0.687722042,0.071034889,0.241243069,0.276664872,7430,5966,689,2938,10592,27615,bad
192,36,male,2,own,little,moderate,3915,27,business,762,1282,2205,1532,5781,4318,390,0.85406909,0.722706958,0.210793102,0.066499941,0.120308061,4069,2857,2636,3483,1446,14491,bad
193,29,male,2,rent,little,NA,2108,6,radio/TV,1123,663,1533,1754,5073,9058,412,-0.879465219,0.692532432,0.229365777,0.078101791,0.875498396,4854,2991,2486,3183,12926,26440,good
194,21,male,2,rent,moderate,moderate,3031,45,radio/TV,1516,338,2783,2111,6748,4489,45,0.868872054,0.134435129,0.469107211,0.39645766,0.619405374,8233,6880,1517,3622,14960,35212,bad
195,34,female,3,own,little,moderate,1501,9,education,4143,1850,1221,2348,9562,2427,294,-0.296754626,0.299395588,0.268562167,0.432042244,0.90159261,4553,5876,1275,5283,5761,22748,bad
196,28,female,2,own,little,NA,1382,6,radio/TV,2549,796,637,2157,6139,8104,197,-0.797158343,0.358715525,0.100978107,0.540306368,0.637250701,8791,4468,2810,1536,14549,32154,good
197,27,female,2,rent,moderate,moderate,951,12,furniture/equipment,4223,1839,2828,1536,10426,3031,91,-0.028256482,0.804437208,0.167491089,0.028071703,0.829144981,9289,1979,4736,5667,3224,24895,bad
198,36,male,2,free,NA,moderate,2760,24,car,3608,1672,2930,1625,9835,7877,11,-0.486446865,0.278759872,0.147275564,0.573964564,0.486706027,4892,5880,693,4017,12942,28424,good
199,40,male,3,own,little,moderate,4297,18,furniture/equipment,4590,1281,2360,2099,10330,297,394,-0.430254196,0.210704964,0.973076798,-0.183781762,0.774873938,9528,5887,3663,4261,1839,25178,bad
200,52,male,2,own,quite rich,NA,936,9,education,2556,1220,1448,2067,7291,7225,312,-0.38542007,0.957448019,0.759292507,-0.716740526,0.92173732,3834,6947,538,2319,12436,26074,good
201,27,male,1,own,little,little,1168,12,car,3670,1720,2076,1142,8608,2030,206,0.606051796,0.008863285,0.967761465,0.02337525,0.614910667,9285,2616,3307,5825,13398,34431,good
202,26,male,2,own,little,NA,5117,27,business,2182,1021,2929,2302,8434,6387,413,0.078322553,0.997820856,0.439740487,-0.437561342,0.262706636,4373,1208,1169,5907,6461,19118,good
203,21,male,2,rent,little,little,902,12,education,2755,1484,1363,774,6376,8900,20,-0.377384602,0.676821299,0.278368482,0.044810219,0.341917854,9438,6715,3293,1153,10111,30710,bad
204,38,male,1,own,little,NA,1495,12,car,1654,315,936,1256,4161,9439,243,0.220667567,0.828469299,0.798293197,-0.626762497,0.278780119,9269,1724,2551,1029,9356,23929,good
205,38,male,3,free,little,little,10623,30,car,4999,792,2003,2495,10289,4382,395,0.432301348,0.294619396,0.326253918,0.379126686,0.322171325,2549,6758,1899,5631,13416,30253,good
206,43,male,2,own,little,NA,1935,12,furniture/equipment,3691,1749,2379,2389,10208,2611,204,-0.454751999,0.014315278,0.299383374,0.686301349,0.375773904,5156,3144,1582,5604,8931,24417,good
207,26,male,2,own,little,moderate,1424,12,domestic appliances,2196,1431,527,1878,6032,759,480,-0.172901797,0.737869519,0.232505992,0.029624489,0.599620408,7545,5860,1600,2207,4784,21996,good
208,21,male,1,own,little,little,6568,24,business,4491,1193,491,2153,8328,2911,128,-0.756227813,0.834144597,0.129678978,0.036176425,0.629192467,8733,7415,3988,3879,8863,32878,good
209,55,male,2,own,rich,NA,1413,12,car,2148,1773,942,1062,5925,7198,405,-0.637701301,0.740476132,0.256463061,0.003060807,0.483849773,3528,3199,1220,1496,11572,21015,good
210,33,male,2,own,NA,NA,3074,9,radio/TV,1945,610,1245,1147,4947,6646,29,0.362235708,0.142850287,0.355319748,0.501829964,0.653878702,8673,7559,4373,3269,14648,38522,good
211,45,female,1,own,NA,NA,3835,36,radio/TV,4699,1038,2081,1957,9775,9661,270,-0.637123305,0.753427922,0.673994208,-0.42742213,0.173417433,8102,5270,2841,1683,10259,28155,good
212,50,male,2,own,little,little,5293,27,business,4423,1493,2251,2286,10453,2086,302,0.050326767,0.768922782,0.062564842,0.168512376,0.179009413,7764,4937,4723,1062,13821,32307,bad
213,66,male,3,own,little,rich,1908,30,business,753,845,2894,961,5453,8438,431,0.418092523,0.658540516,0.21050694,0.130952545,0.254646514,9587,6741,1838,3302,2948,24416,bad
214,51,male,2,own,NA,NA,3342,36,radio/TV,3683,713,789,824,6009,3011,265,-0.786246154,0.766115933,0.80902364,-0.575139573,0.566269748,2275,6964,3342,4543,8113,25237,good
215,39,female,1,own,NA,moderate,932,6,education,3057,550,2284,1610,7501,1834,231,0.134624439,0.84592144,0.146921924,0.007156637,0.292595211,8696,7854,4624,4281,4840,30295,good
216,31,male,2,own,little,little,3104,18,business,598,1058,442,944,3042,1943,402,-0.486874433,0.613604114,0.342645147,0.043750739,0.354955963,9267,4783,1389,5228,8035,28702,good
217,23,male,2,own,little,rich,3913,36,radio/TV,2700,1464,653,1241,6058,8780,235,0.92585375,0.088604714,0.864658922,0.046736364,0.460281553,2246,3545,2591,3309,4332,16023,good
218,24,male,1,rent,little,little,3021,24,furniture/equipment,3461,1597,1483,1184,7725,3076,62,-0.032908707,0.48762781,0.154925311,0.357446879,0.830679512,4427,6591,4644,3823,7077,26562,good
219,64,female,2,own,little,NA,1364,10,car,4933,1739,2914,821,10407,2059,437,0.6119851,0.077649335,0.082736836,0.83961383,0.112475922,6723,3723,2681,3177,7889,24193,good
220,26,male,1,own,little,moderate,625,12,radio/TV,4277,1931,2734,824,9766,5859,364,0.100453084,0.407543031,0.484537995,0.107918974,0.684440938,9086,7807,1268,6256,6671,31088,good
221,23,female,2,rent,NA,little,1200,12,education,3369,1362,1940,2272,8943,6794,351,-0.913174934,0.407106489,0.302419511,0.290474,0.701988878,6088,6250,2520,5744,12810,33412,good
222,30,male,2,own,little,NA,707,12,radio/TV,3734,1113,2353,869,8069,2485,373,0.266302751,0.066009844,0.563408364,0.370581791,0.818790202,4486,1979,4521,2404,12317,25707,good
223,32,male,2,own,NA,NA,2978,24,business,4291,328,2792,823,8234,4836,289,0.902806684,0.348820534,0.80380489,-0.152625424,0.939477645,7833,5065,4739,1213,3294,22144,good
224,30,male,2,own,little,NA,4657,15,car,1456,1257,1041,1758,5512,1902,90,0.20322364,0.110998099,0.137148488,0.751853413,0.118124064,6275,1227,4928,6774,10322,29526,good
225,27,male,2,own,little,NA,2613,36,repairs,4567,776,2829,1810,9982,8255,211,0.638377719,0.80823521,0.580699085,-0.388934295,0.238405335,9812,3107,4981,5422,1752,25074,good
226,27,male,2,own,rich,moderate,10961,48,radio/TV,660,617,1089,1345,3711,8220,167,0.768412927,0.947688026,0.50550876,-0.453196786,0.897554165,7553,2390,603,2892,3756,17194,bad
227,53,male,3,free,little,little,7865,12,furniture/equipment,4993,544,1676,2431,9644,6716,129,-0.543840456,0.072316475,0.144078786,0.783604739,0.512666706,5167,5192,3228,1465,11503,26555,bad
228,22,male,2,own,little,NA,1478,9,radio/TV,1800,1047,2350,1485,6682,5634,68,-0.57591032,0.955115207,0.623998486,-0.579113693,0.608131575,3988,3179,2827,1370,11416,22780,bad
229,22,male,2,free,little,little,3149,24,furniture/equipment,4487,996,1479,900,7862,4161,224,0.221961978,0.522576599,0.273640418,0.203782983,0.696724483,5013,4986,3378,5875,8793,28045,good
230,26,male,2,own,little,rich,4210,36,radio/TV,2027,571,1886,1068,5552,362,137,-0.17794306,0.299565678,0.487834319,0.212600004,0.711159944,2077,7710,1802,1184,3842,16615,bad
231,51,male,1,free,quite rich,NA,2507,9,car,1718,1763,856,1496,5833,6387,233,0.679722606,0.076862075,0.082272324,0.8408656,0.938566363,3823,1961,4343,3015,10311,23453,good
232,35,male,2,own,moderate,NA,2141,12,radio/TV,4996,1562,1382,776,8716,8915,218,0.800046247,0.500624268,0.459584057,0.039791675,0.997254476,3373,1908,2850,5880,4183,18194,good
233,25,male,1,own,little,moderate,866,18,radio/TV,3604,676,2530,758,7568,9308,379,-0.293157241,0.794515544,0.306463468,-0.100979013,0.748141715,9427,4440,1151,6391,3990,25399,good
234,42,male,1,own,little,NA,1544,4,radio/TV,3235,565,1522,1130,6452,2149,124,-0.526258882,0.707086477,0.822381211,-0.529467688,0.358499088,4381,2507,3635,1159,3990,15672,good
235,30,male,3,own,little,little,1823,24,radio/TV,1454,1225,548,1337,4564,5523,218,0.56105103,0.050226011,0.056978727,0.892795262,0.891777162,6714,2997,4259,5013,8300,27283,bad
236,23,male,0,own,NA,moderate,14555,6,car,3946,1220,1752,2223,9141,4648,23,-0.450387929,0.072901835,0.418607275,0.50849089,0.144298823,9145,6984,796,2589,8316,27830,bad
237,61,male,1,rent,moderate,moderate,2767,21,business,1545,1682,1579,808,5614,3208,18,0.645228637,0.402873283,0.458431424,0.138695293,0.307972768,2928,1058,1799,2307,9860,17952,bad
238,35,female,2,own,little,NA,1291,12,radio/TV,2193,639,589,2459,5880,7258,49,-0.152523493,0.295290494,0.725006076,-0.02029657,0.907647146,7085,6190,1415,3094,11200,28984,good
239,39,male,2,own,little,little,2522,30,radio/TV,3936,688,1282,1707,7613,7500,459,0.335099799,0.232384323,0.574287575,0.193328102,0.330572363,4722,1213,3437,1325,2547,13244,good
240,29,female,2,own,NA,little,915,24,car,1062,876,2710,2001,6649,3270,246,-0.808929372,0.281004499,0.667212337,0.051783164,0.298585954,6272,5200,1204,1420,5778,19874,bad
241,51,male,2,own,little,NA,1595,6,radio/TV,2985,302,799,767,4853,9974,290,0.247718649,0.803482743,0.777049286,-0.580532029,0.224312764,2601,3943,1572,4678,2683,15477,good
242,24,male,2,free,little,little,4605,48,car,3854,1752,1008,1792,8406,2355,368,-0.096464643,0.929228054,0.862202974,-0.791431027,0.873200582,9969,1208,927,6726,6506,25336,bad
243,27,female,2,own,little,NA,1185,12,business,725,1465,2195,1888,6273,1254,210,0.173216926,0.405102695,0.313875497,0.281021809,0.550052433,7530,2535,3057,3901,9153,26176,good
244,35,female,1,own,quite rich,NA,3447,12,education,1459,675,2038,2212,6384,4599,255,-0.663971585,0.906111002,0.538022705,-0.444133707,0.707403883,2805,1949,599,1515,8698,15566,good
245,25,male,2,own,little,NA,1258,24,business,3567,1993,1975,1004,8539,6395,287,0.47374749,0.321495701,0.840108078,-0.16160378,0.315159746,7806,6683,4005,1983,4687,25164,good
246,52,male,2,own,little,NA,717,12,radio/TV,1315,623,2548,1373,5859,6297,244,0.725594155,0.476436986,0.989451131,-0.465888117,0.782236379,4098,7417,4718,2214,13195,31642,good
247,35,male,2,rent,moderate,NA,1204,6,car,3620,445,1782,1064,6911,9988,13,-0.5665204,0.226028998,0.889519311,-0.115548309,0.78400499,6604,4992,4402,6088,4002,26088,good
248,26,male,2,own,little,rich,1925,24,furniture/equipment,516,592,1803,1520,4431,1748,163,-0.808570889,0.640476042,0.371467263,-0.011943305,0.381338222,9376,4434,3187,6861,6168,30026,good
249,22,female,2,rent,little,NA,433,18,radio/TV,1743,1988,1219,2102,7052,5639,451,-0.952722828,0.978981115,0.195166517,-0.174147632,0.46961437,7755,1519,4236,3295,1696,18501,bad
250,39,female,1,own,rich,little,666,6,car,2705,731,1219,1042,5697,9737,38,0.283943001,0.603493096,0.489392537,-0.092885633,0.28872125,4966,4385,4636,5770,1774,21531,good
251,46,female,1,own,little,rich,2251,12,furniture/equipment,3024,1004,819,1646,6493,4299,118,0.214188072,0.357814084,0.741641452,-0.099455536,0.978904921,2252,4652,2924,3080,14692,27600,good
252,24,female,2,own,little,moderate,2150,30,car,1569,1248,523,1598,4938,8545,107,0.093394825,0.647817446,0.492569071,-0.140386517,0.681042319,2580,1967,2237,3405,4441,14630,bad
253,35,male,2,own,moderate,NA,4151,24,furniture/equipment,3944,884,821,2277,7926,2657,224,-0.536105808,0.122920678,0.483180863,0.393898458,0.941089493,6827,4353,4191,5818,8043,29232,good
254,24,male,2,own,NA,moderate,2030,9,furniture/equipment,3065,698,1908,2077,7748,5692,302,-0.218188008,0.88865908,0.838230421,-0.726889501,0.373046989,3343,3524,2902,4833,6684,21286,good
255,27,male,1,own,NA,moderate,7418,60,radio/TV,1560,1116,1997,2139,6812,198,84,0.18895267,0.503083951,0.361403779,0.13551227,0.803701822,6628,2565,1434,6457,10766,27850,good
256,35,male,1,own,little,NA,2684,24,radio/TV,2827,1667,1167,1832,7493,2300,335,-0.006466282,0.449349742,0.859794675,-0.309144417,0.789272779,6389,3595,2005,5181,12756,29926,good
257,29,male,2,free,little,little,2149,12,radio/TV,3920,1263,2444,2286,9913,3061,155,0.97557104,0.585864788,0.406804801,0.007330411,0.722490087,5136,3568,2924,6164,11757,29549,bad
258,23,female,2,own,moderate,NA,3812,15,car,801,1463,2930,1461,6655,5073,137,-0.727120495,0.624783863,0.328233106,0.046983032,0.969075078,6479,5559,3936,4244,2253,22471,good
259,57,female,1,own,moderate,NA,1154,11,radio/TV,4776,486,2966,2220,10448,4533,350,0.390289108,0.071775806,0.453989911,0.474234283,0.454199802,3365,4032,1725,4232,4924,18278,good
260,27,male,2,own,little,little,1657,12,furniture/equipment,1106,360,2602,1040,5108,2969,51,-0.191362464,0.682617221,0.762446959,-0.44506418,0.217645591,5440,7188,3204,4435,13867,34134,good
261,55,female,2,own,little,little,1603,24,radio/TV,3670,1238,2539,1641,9088,1056,365,-0.14360077,0.24193168,0.126002028,0.632066292,0.704537973,3023,2343,1016,1938,3848,12168,good
262,36,male,3,free,little,little,5302,18,car,1199,1703,1949,1082,5933,8452,50,0.435195531,0.713952633,0.196419216,0.089628152,0.75637882,5345,3782,1643,6557,9545,26872,good
263,57,female,1,free,little,NA,2748,12,education,1639,1009,2902,1703,7253,5799,431,0.384872303,0.822534794,0.951444826,-0.77397962,0.617554516,8169,7287,886,3170,12728,32240,good
264,32,male,1,own,little,NA,1231,10,car,690,1106,2164,2256,6216,7044,43,0.982511987,0.803958508,0.175491627,0.020549865,0.286136104,2125,6486,3479,1276,9221,22587,good
265,37,male,2,own,little,moderate,802,15,radio/TV,2800,1763,2444,999,8006,4593,26,-0.743211421,0.552500967,0.567727318,-0.120228285,0.554010348,8952,1478,677,3488,11439,26034,bad
266,36,male,2,own,NA,NA,6304,36,business,1480,1642,909,838,4869,9592,174,-0.791780701,0.520169892,0.579314467,-0.099484359,0.380970763,8173,4513,4008,3076,8439,28209,good
267,38,female,2,own,little,NA,1533,24,radio/TV,3475,1625,1606,1058,7764,5011,162,0.448677634,0.142875961,0.489624462,0.367499577,0.484719875,8998,6664,2143,4662,8210,30677,good
268,45,male,3,own,little,little,8978,14,car,1684,1667,785,1535,5671,4087,495,0.156773834,0.77534615,0.644745249,-0.420091399,0.680696718,5356,5966,2271,2602,6732,22927,bad
269,25,male,2,own,NA,NA,999,24,radio/TV,3827,310,1997,2222,8356,9819,387,-0.451678667,0.27140938,0.229826726,0.498763894,0.770693268,6388,2866,3464,6066,6912,25696,good
270,32,male,2,own,NA,NA,2662,18,car,3894,1385,2852,2108,10239,6115,85,-0.841161262,0.496695423,0.552662268,-0.049357691,0.309002222,3433,7297,4800,4465,10178,30173,good
271,37,female,2,rent,quite rich,NA,1402,12,furniture/equipment,627,525,2693,2327,6172,1318,96,-0.828683501,0.284274093,0.372173255,0.343552652,0.464792825,7270,1224,2431,2487,6719,20131,good
272,36,male,3,free,NA,moderate,12169,48,car,2565,1476,1141,2003,7185,4596,126,0.788381749,0.133828363,0.66166726,0.204504377,0.342245414,5862,2000,4494,1071,5600,19027,good
273,28,male,2,own,little,moderate,3060,48,radio/TV,2316,863,2311,2360,7850,4835,371,-0.616265351,0.629557697,0.141223543,0.22921876,0.278768452,5627,1192,887,6935,4938,19579,bad
274,34,male,1,own,little,little,11998,30,repairs,1069,1071,1846,1182,5168,4655,351,-0.353256876,0.054332035,0.570877417,0.374790548,0.805048498,6370,1564,3547,3541,3781,18803,bad
275,32,male,2,own,little,NA,2697,9,radio/TV,2395,1894,1300,1608,7197,9246,478,-0.546687196,0.748645234,0.185270355,0.06608441,0.918327425,3016,7743,1295,1096,4943,18093,good
276,26,female,2,own,little,NA,2404,18,radio/TV,3233,1907,2512,1834,9486,8150,36,-0.290007388,0.317586795,0.278643063,0.403770142,0.433208967,6579,2006,3551,3039,12289,27464,good
277,49,male,1,own,NA,little,1262,12,furniture/equipment,4363,1983,2660,1565,10571,3546,322,-0.861152315,0.000134693,0.2187098,0.781155507,0.776151032,8474,2830,3173,1980,14425,30882,good
278,32,female,2,own,little,NA,4611,6,furniture/equipment,4514,1898,2409,838,9659,1145,296,0.038119582,0.511129139,0.18283778,0.306033081,0.90729576,3886,5791,1667,2247,10777,24368,bad
279,29,male,3,rent,moderate,NA,1901,24,radio/TV,3401,1633,641,1695,7370,6993,143,-0.864774873,0.046851909,0.825710952,0.12743714,0.861511789,2621,4509,4073,5927,2638,19768,good
280,23,male,2,rent,rich,NA,3368,15,car,2186,1184,2940,1134,7444,1793,228,0.600713016,0.276169558,0.285707568,0.438122875,0.26453205,9415,6698,1135,5558,1341,24147,good
281,50,male,2,own,little,NA,1574,12,furniture/equipment,3509,1566,2785,1208,9068,3536,177,-0.532575836,0.706976487,0.927123782,-0.634100269,0.960662693,7815,2819,821,3063,12631,27149,good
282,49,male,1,own,NA,rich,1445,18,radio/TV,654,1816,2420,972,5862,8854,107,0.080023829,0.062689622,0.969926525,-0.032616147,0.439008796,6587,5419,2462,4289,9366,28123,good
283,63,male,2,own,NA,NA,1520,15,furniture/equipment,3037,1689,572,1822,7120,5995,277,0.760158175,0.839338492,0.57126047,-0.410598962,0.405316595,5363,5227,4430,4866,2196,22082,good
284,37,male,2,own,moderate,moderate,3878,24,car,1909,1653,1071,2487,7120,3454,246,0.301754738,0.003819923,0.143001123,0.853178955,0.156188195,6272,7995,1020,1195,10832,27314,good
285,35,female,1,own,little,little,10722,47,car,4557,1430,563,803,7353,325,318,0.065915573,0.246823869,0.374548243,0.378627887,0.537556289,9693,1753,3580,2335,2302,19663,good
286,26,male,2,own,little,little,4788,48,car,1284,525,864,1937,4610,4993,464,-0.351332494,0.740904056,0.797732263,-0.53863632,0.198112254,3738,5732,587,1752,12208,24017,good
